Conditions,DateUTC,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeAKDT,TimeAKST,TimeBST,TimeGMT,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
Overcast,2013-02-09 20:50:00,1.0,,-,87,N/A,1015,3.0,,,,8:50 PM,10.0,SE,7.4,130
Mostly Cloudy,2013-02-09 21:20:00,1.0,,-,87,N/A,1014,3.0,,,,9:20 PM,10.0,ESE,7.4,120
Overcast,2013-02-09 21:50:00,1.0,,-,87,N/A,1014,3.0,,,,9:50 PM,10.0,ESE,7.4,110
Overcast,2013-02-09 22:20:00,1.0,,-,87,N/A,1013,3.0,,,,10:20 PM,10.0,ESE,7.4,110
Mostly Cloudy,2013-02-09 22:50:00,1.0,,-,87,N/A,1013,3.0,,,,10:50 PM,10.0,ESE,9.3,120
Mostly Cloudy,2013-02-09 23:20:00,1.0,,-,87,N/A,1012,3.0,,,,11:20 PM,10.0,SE,9.3,130
Overcast,2013-02-09 23:50:00,2.0,,-,93,N/A,1012,3.0,,,,11:50 PM,9.0,ESE,9.3,110
Mostly Cloudy,2013-02-05 00:20:00,2.0,,-,71,N/A,1006,7.0,,,,12:20 AM,10.0,SW,25.9,230
Rain Showers,2013-02-05 00:50:00,2.0,Rain,48.2,71,N/A,1005,7.0,,,,12:50 AM,10.0,SW,25.9,230
Rain Showers,2013-02-05 01:20:00,3.0,Rain,59.3,81,N/A,1004,6.0,,,,1:20 AM,6.0,WSW,37.0,240
Heavy Rain,2013-02-05 01:50:00,2.0,Rain,74.1,81,N/A,1005,5.0,,,,1:50 AM,6.0,WSW,38.9,250
Light Rain,2013-02-05 02:20:00,2.0,Rain,42.6,87,N/A,1004,4.0,,,,2:20 AM,10.0,WSW,22.2,250
Light Drizzle,2013-02-05 02:50:00,2.0,,-,87,N/A,1004,4.0,,,,2:50 AM,10.0,WSW,25.9,240
Partly Cloudy,2013-02-05 03:20:00,1.0,,-,81,N/A,1003,4.0,,,,3:20 AM,10.0,WSW,24.1,240
Partly Cloudy,2013-02-05 03:50:00,1.0,,-,81,N/A,1003,4.0,,,,3:50 AM,10.0,WSW,25.9,240
Partly Cloudy,2013-02-05 04:20:00,0.0,,44.4,75,N/A,1003,4.0,,,,4:20 AM,10.0,WSW,25.9,240
Partly Cloudy,2013-02-05 04:50:00,0.0,,-,81,N/A,1003,3.0,,,,4:50 AM,10.0,WSW,25.9,250
Partly Cloudy,2013-02-05 05:20:00,-1.0,,-,75,N/A,1003,3.0,,,,5:20 AM,10.0,WSW,25.9,250
Partly Cloudy,2013-02-05 05:50:00,-2.0,,-,70,N/A,1003,3.0,,,,5:50 AM,10.0,WSW,24.1,240
Partly Cloudy,2013-02-05 06:20:00,-1.0,,-,75,N/A,1002,3.0,,,,6:20 AM,10.0,WSW,24.1,240
Partly Cloudy,2013-02-05 06:50:00,-2.0,,-,70,N/A,1002,3.0,,,,6:50 AM,10.0,WSW,24.1,240
Partly Cloudy,2013-02-05 07:20:00,-2.0,,-,75,N/A,1002,2.0,,,,7:20 AM,10.0,WSW,25.9,240
Partly Cloudy,2013-02-05 07:50:00,-2.0,,-,70,N/A,1002,3.0,,,,7:50 AM,10.0,WSW,25.9,240
Clear,2013-02-05 08:20:00,-2.0,,-,70,N/A,1002,3.0,,,,8:20 AM,-9999.0,WSW,25.9,240
Clear,2013-02-05 08:50:00,-2.0,,-,70,N/A,1002,3.0,,,,8:50 AM,-9999.0,SW,24.1,230
Partly Cloudy,2013-02-05 09:20:00,-2.0,,-,65,N/A,1001,4.0,,,,9:20 AM,10.0,WSW,25.9,240
Partly Cloudy,2013-02-05 09:50:00,-2.0,,-,65,N/A,1001,4.0,,,,9:50 AM,10.0,WSW,27.8,240
Partly Cloudy,2013-02-05 10:20:00,-2.0,,-,65,N/A,1001,4.0,,,,10:20 AM,10.0,WSW,33.3,250
Partly Cloudy,2013-02-05 10:50:00,-2.0,,-,65,N/A,1001,4.0,,,,10:50 AM,10.0,WSW,35.2,250
Scattered Clouds,2013-02-05 11:20:00,-2.0,,51.9,61,N/A,1000,5.0,,,,11:20 AM,10.0,WSW,29.6,250
Mostly Cloudy,2013-02-05 11:50:00,-3.0,,-,57,N/A,1000,5.0,,,,11:50 AM,10.0,WSW,31.5,240
Scattered Clouds,2013-02-05 12:50:00,-3.0,,-,57,N/A,1000,5.0,,,,12:50 PM,10.0,WSW,29.6,250
Scattered Clouds,2013-02-05 13:20:00,-3.0,,-,57,N/A,999,5.0,,,,1:20 PM,10.0,West,33.3,260
Scattered Clouds,2013-02-05 13:50:00,-4.0,,51.9,53,N/A,999,5.0,,,,1:50 PM,10.0,West,33.3,260
Scattered Clouds,2013-02-05 14:20:00,-4.0,,-,53,N/A,998,5.0,,,,2:20 PM,10.0,WSW,29.6,250
Scattered Clouds,2013-02-05 14:50:00,-4.0,,-,53,N/A,998,5.0,,,,2:50 PM,10.0,WSW,31.5,250
Partly Cloudy,2013-02-05 15:20:00,-4.0,,-,53,N/A,998,5.0,,,,3:20 PM,10.0,WSW,29.6,240
Partly Cloudy,2013-02-05 15:50:00,-4.0,,-,53,N/A,997,5.0,,,,3:50 PM,10.0,WSW,27.8,240
Partly Cloudy,2013-02-05 16:20:00,-4.0,,-,53,N/A,997,5.0,,,,4:20 PM,10.0,WSW,31.5,240
Scattered Clouds,2013-02-05 16:50:00,-4.0,,46.3,53,N/A,997,5.0,,,,4:50 PM,10.0,WSW,27.8,240
Light Rain Showers,2013-02-05 17:20:00,-1.0,Rain,-,70,N/A,996,4.0,,,,5:20 PM,10.0,WSW,35.2,240
Scattered Clouds,2013-02-05 17:50:00,-2.0,,-,61,N/A,996,5.0,,,,5:50 PM,10.0,SW,22.2,230
Light Rain Showers,2013-02-05 18:20:00,-2.0,Rain,-,61,N/A,995,5.0,,,,6:20 PM,10.0,SW,29.6,230
Light Rain Showers,2013-02-05 18:50:00,1.0,Rain,-,81,N/A,995,4.0,,,,6:50 PM,10.0,WSW,40.7,240
Light Rain Showers,2013-02-05 19:20:00,1.0,Rain,-,81,N/A,994,4.0,,,,7:20 PM,10.0,WSW,25.9,240
Light Rain,2013-02-05 19:50:00,2.0,Rain,-,81,N/A,994,5.0,,,,7:50 PM,10.0,SW,20.4,230
Mostly Cloudy,2013-02-05 20:20:00,2.0,,-,81,N/A,994,5.0,,,,8:20 PM,10.0,WSW,24.1,240
Light Rain Showers,2013-02-05 20:50:00,2.0,Rain,-,76,N/A,993,6.0,,,,8:50 PM,10.0,WSW,24.1,240
Light Rain Showers,2013-02-05 21:20:00,3.0,Rain,-,87,N/A,993,5.0,,,,9:20 PM,10.0,WSW,24.1,240
Light Rain Showers,2013-02-05 21:50:00,3.0,Rain,-,81,N/A,993,6.0,,,,9:50 PM,10.0,WSW,24.1,250
Light Rain Showers,2013-02-05 22:20:00,3.0,Rain,-,81,N/A,993,6.0,,,,10:20 PM,10.0,WSW,31.5,250
Light Drizzle,2013-02-05 22:50:00,3.0,,-,81,N/A,993,6.0,,,,10:50 PM,10.0,West,31.5,260
Light Rain Showers,2013-02-05 23:20:00,3.0,Rain,-,87,N/A,993,5.0,,,,11:20 PM,10.0,West,29.6,260
Light Rain Showers,2013-02-05 23:50:00,3.0,Rain,-,87,N/A,994,5.0,,,,11:50 PM,10.0,West,24.1,270
Mostly Cloudy,2013-01-15 00:20:00,0.0,,-,87,N/A,1003,2.0,,,,12:20 AM,10.0,West,24.1,280
Mostly Cloudy,2013-01-15 00:50:00,0.0,,-,87,N/A,1003,2.0,,,,12:50 AM,10.0,West,24.1,280
Mostly Cloudy,2013-01-15 01:20:00,-1.0,,-,81,N/A,1002,2.0,,,,1:20 AM,10.0,WNW,24.1,290
Light Snow,2013-01-15 01:50:00,0.0,Snow,-,87,N/A,1003,2.0,,,,1:50 AM,10.0,WNW,24.1,300
Snow Grains,2013-01-15 02:20:00,-1.0,Snow,-,81,N/A,1003,2.0,,,,2:20 AM,9.0,NW,27.8,310
Rain,2013-01-15 02:50:00,-1.0,Rain,-,81,N/A,1003,2.0,,,,2:50 AM,10.0,NW,22.2,320
Mostly Cloudy,2013-01-15 03:20:00,0.0,,-,87,N/A,1004,2.0,,,,3:20 AM,10.0,NNW,22.2,330
Mostly Cloudy,2013-01-15 03:50:00,0.0,,-,87,N/A,1005,2.0,,,,3:50 AM,10.0,NNW,18.5,330
Mostly Cloudy,2013-01-15 04:20:00,0.0,,-,87,N/A,1005,2.0,,,,4:20 AM,10.0,NW,14.8,320
Mostly Cloudy,2013-01-15 04:50:00,0.0,,-,87,N/A,1006,2.0,,,,4:50 AM,10.0,NNW,14.8,330
Overcast,2013-01-15 05:20:00,0.0,,-,87,N/A,1006,2.0,,,,5:20 AM,10.0,NNW,16.7,330
Overcast,2013-01-15 05:50:00,0.0,,-,87,N/A,1007,2.0,,,,5:50 AM,10.0,NW,14.8,320
Mostly Cloudy,2013-01-15 06:20:00,0.0,,-,87,N/A,1007,2.0,,,,6:20 AM,10.0,NNW,11.1,330
Mostly Cloudy,2013-01-15 06:50:00,0.0,,-,93,N/A,1007,1.0,,,,6:50 AM,10.0,NNW,11.1,340
Partly Cloudy,2013-01-15 07:20:00,-1.0,,-,87,N/A,1008,1.0,,,,7:20 AM,10.0,NNW,11.1,330
Partly Cloudy,2013-01-15 07:50:00,-1.0,,-,87,N/A,1008,1.0,,,,7:50 AM,10.0,NW,7.4,320
Partly Cloudy,2013-01-15 08:20:00,-1.0,,-,87,N/A,1009,1.0,,,,8:20 AM,10.0,NNW,9.3,330
Mostly Cloudy,2013-01-15 08:50:00,0.0,,-,93,N/A,1009,1.0,,,,8:50 AM,10.0,NW,9.3,320
Scattered Clouds,2013-01-15 09:20:00,0.0,,-,93,N/A,1010,1.0,,,,9:20 AM,10.0,NNW,9.3,330
Mostly Cloudy,2013-01-15 09:50:00,-1.0,,-,87,N/A,1010,1.0,,,,9:50 AM,10.0,NW,14.8,320
Mostly Cloudy,2013-01-15 10:20:00,0.0,,-,93,N/A,1010,1.0,,,,10:20 AM,10.0,NW,14.8,320
Mostly Cloudy,2013-01-15 10:50:00,0.0,,-,87,N/A,1011,2.0,,,,10:50 AM,10.0,NW,11.1,310
Mostly Cloudy,2013-01-15 11:20:00,-1.0,,-,81,N/A,1011,2.0,,,,11:20 AM,10.0,NW,13.0,310
Mostly Cloudy,2013-01-15 11:50:00,-1.0,,-,87,N/A,1011,1.0,,,,11:50 AM,10.0,WNW,11.1,290
Mostly Cloudy,2013-01-15 12:20:00,0.0,,-,87,N/A,1011,2.0,,,,12:20 PM,10.0,NW,11.1,310
Mostly Cloudy,2013-01-15 12:50:00,-1.0,,-,81,N/A,1010,2.0,,,,12:50 PM,10.0,WNW,13.0,290
Mostly Cloudy,2013-01-15 13:20:00,-1.0,,-,87,N/A,1010,1.0,,,,1:20 PM,10.0,NW,14.8,310
Mostly Cloudy,2013-01-15 13:50:00,0.0,,-,87,N/A,1010,2.0,,,,1:50 PM,10.0,WNW,13.0,290
Mostly Cloudy,2013-01-15 14:20:00,0.0,,-,87,N/A,1010,2.0,,,,2:20 PM,10.0,NW,9.3,320
Mostly Cloudy,2013-01-15 14:50:00,-1.0,,-,81,N/A,1011,2.0,,,,2:50 PM,10.0,NW,13.0,320
Mostly Cloudy,2013-01-15 15:20:00,-1.0,,-,81,N/A,1011,2.0,,,,3:20 PM,10.0,WNW,11.1,300
Mostly Cloudy,2013-01-15 15:50:00,-1.0,,-,81,N/A,1011,2.0,,,,3:50 PM,10.0,NNW,11.1,330
Mostly Cloudy,2013-01-15 16:20:00,-1.0,,-,81,N/A,1011,2.0,,,,4:20 PM,10.0,WNW,9.3,290
Mostly Cloudy,2013-01-15 16:50:00,-1.0,,-,81,N/A,1012,2.0,,,,4:50 PM,10.0,WNW,9.3,300
Mostly Cloudy,2013-01-15 17:20:00,-1.0,,-,81,N/A,1012,2.0,,,,5:20 PM,10.0,NNW,7.4,330
Mostly Cloudy,2013-01-15 17:50:00,-1.0,,-,87,N/A,1012,1.0,,,,5:50 PM,10.0,NNW,3.7,340
Scattered Clouds,2013-01-15 18:20:00,-1.0,,-,87,N/A,1012,1.0,,,,6:20 PM,10.0,Variable,5.6,0
Mostly Cloudy,2013-01-15 18:50:00,-1.0,,-,87,N/A,1012,1.0,,,,6:50 PM,10.0,Variable,3.7,0
Mostly Cloudy,2013-01-15 19:20:00,-1.0,,-,87,N/A,1012,1.0,,,,7:20 PM,10.0,Variable,5.6,0
Mostly Cloudy,2013-01-15 19:50:00,-1.0,,-,81,N/A,1012,2.0,,,,7:50 PM,10.0,NW,7.4,320
Partly Cloudy,2013-01-15 20:20:00,-2.0,,-,81,N/A,1012,1.0,,,,8:20 PM,10.0,WNW,5.6,300
Clear,2013-01-15 20:50:00,-2.0,,-,81,N/A,1012,1.0,,,,8:50 PM,-9999.0,NW,5.6,320
Clear,2013-01-15 21:20:00,-2.0,,-,87,N/A,1011,0.0,,,,9:20 PM,-9999.0,WNW,3.7,300
Clear,2013-01-15 21:50:00,-2.0,,-,87,N/A,1011,0.0,,,,9:50 PM,-9999.0,WNW,3.7,300
Unknown,2013-01-15 22:20:00,-2.0,,-,87,N/A,1011,0.0,,,,10:20 PM,10.0,Calm,Calm,0
Unknown,2013-01-15 22:50:00,-2.0,,-,87,N/A,1011,0.0,,,,10:50 PM,10.0,Calm,Calm,0
Unknown,2013-01-15 23:20:00,-2.0,,-,93,N/A,1011,-1.0,,,,11:20 PM,6.0,Calm,Calm,0
Unknown,2013-01-15 23:50:00,-2.0,,-,93,N/A,1012,-1.0,,,,11:50 PM,6.0,ENE,3.7,70
Overcast,2013-01-08 00:20:00,7.0,,-,87,N/A,1025,9.0,,,,12:20 AM,10.0,SSW,11.1,210
Overcast,2013-01-08 00:50:00,7.0,,-,87,N/A,1024,9.0,,,,12:50 AM,10.0,SW,11.1,220
Overcast,2013-01-08 01:20:00,7.0,,-,87,N/A,1024,9.0,,,,1:20 AM,10.0,SSW,11.1,210
Overcast,2013-01-08 01:50:00,7.0,,-,87,N/A,1024,9.0,,,,1:50 AM,10.0,SSW,11.1,210
Overcast,2013-01-08 02:20:00,7.0,,-,87,N/A,1024,9.0,,,,2:20 AM,10.0,SSW,13.0,210
Mostly Cloudy,2013-01-08 02:50:00,7.0,,-,87,N/A,1024,9.0,,,,2:50 AM,10.0,SW,9.3,220
Mostly Cloudy,2013-01-08 03:20:00,7.0,,-,82,N/A,1024,10.0,,,,3:20 AM,10.0,SW,11.1,230
Mostly Cloudy,2013-01-08 03:50:00,7.0,,-,82,N/A,1024,10.0,,,,3:50 AM,10.0,SW,14.8,230
Overcast,2013-01-08 04:20:00,7.0,,-,82,N/A,1024,10.0,,,,4:20 AM,10.0,SW,11.1,230
Overcast,2013-01-08 04:50:00,7.0,,-,82,N/A,1024,10.0,,,,4:50 AM,10.0,SW,11.1,230
Overcast,2013-01-08 05:20:00,6.0,,-,76,N/A,1024,10.0,,,,5:20 AM,10.0,SW,13.0,230
Mostly Cloudy,2013-01-08 05:50:00,6.0,,-,76,N/A,1024,10.0,,,,5:50 AM,10.0,SSW,14.8,210
Mostly Cloudy,2013-01-08 06:20:00,6.0,,-,76,N/A,1024,10.0,,,,6:20 AM,10.0,South,7.4,190
Mostly Cloudy,2013-01-08 06:50:00,6.0,,-,76,N/A,1024,10.0,,,,6:50 AM,10.0,SSW,7.4,210
Mostly Cloudy,2013-01-08 07:20:00,7.0,,-,82,N/A,1024,10.0,,,,7:20 AM,10.0,SSW,9.3,210
Partly Cloudy,2013-01-08 07:50:00,6.0,,-,82,N/A,1024,9.0,,,,7:50 AM,10.0,SW,9.3,220
Clear,2013-01-08 08:20:00,7.0,,-,87,N/A,1024,9.0,,,,8:20 AM,-9999.0,SSW,13.0,210
Clear,2013-01-08 08:50:00,7.0,,-,87,N/A,1025,9.0,,,,8:50 AM,-9999.0,SSW,11.1,210
Mostly Cloudy,2013-01-08 09:20:00,7.0,,-,87,N/A,1025,9.0,,,,9:20 AM,10.0,SSW,16.7,210
Mostly Cloudy,2013-01-08 09:50:00,7.0,,-,82,N/A,1025,10.0,,,,9:50 AM,10.0,SW,16.7,220
Mostly Cloudy,2013-01-08 10:20:00,7.0,,-,82,N/A,1025,10.0,,,,10:20 AM,10.0,SW,16.7,220
Scattered Clouds,2013-01-08 10:50:00,7.0,,-,82,N/A,1025,10.0,,,,10:50 AM,10.0,SW,18.5,220
Partly Cloudy,2013-01-08 11:20:00,7.0,,-,76,N/A,1024,11.0,,,,11:20 AM,10.0,SW,14.8,220
Partly Cloudy,2013-01-08 11:50:00,7.0,,-,76,N/A,1024,11.0,,,,11:50 AM,10.0,SW,14.8,230
Partly Cloudy,2013-01-08 12:20:00,7.0,,-,76,N/A,1024,11.0,,,,12:20 PM,10.0,SW,16.7,220
Partly Cloudy,2013-01-08 12:50:00,7.0,,-,76,N/A,1024,11.0,,,,12:50 PM,10.0,SSW,16.7,210
Mostly Cloudy,2013-01-08 13:20:00,7.0,,-,76,N/A,1024,11.0,,,,1:20 PM,10.0,SW,18.5,230
Mostly Cloudy,2013-01-08 13:50:00,7.0,,-,76,N/A,1024,11.0,,,,1:50 PM,10.0,SW,18.5,220
Mostly Cloudy,2013-01-08 14:20:00,7.0,,-,76,N/A,1024,11.0,,,,2:20 PM,10.0,SW,14.8,230
Mostly Cloudy,2013-01-08 14:50:00,7.0,,-,76,N/A,1024,11.0,,,,2:50 PM,10.0,WSW,18.5,240
Mostly Cloudy,2013-01-08 15:20:00,7.0,,-,76,N/A,1024,11.0,,,,3:20 PM,10.0,WSW,14.8,240
Mostly Cloudy,2013-01-08 15:50:00,8.0,,-,82,N/A,1024,11.0,,,,3:50 PM,10.0,SSW,13.0,210
Mostly Cloudy,2013-01-08 16:20:00,8.0,,-,82,N/A,1024,11.0,,,,4:20 PM,10.0,SSW,11.1,210
Mostly Cloudy,2013-01-08 16:50:00,8.0,,-,82,N/A,1024,11.0,,,,4:50 PM,10.0,SSW,14.8,210
Mostly Cloudy,2013-01-08 17:20:00,8.0,,-,82,N/A,1024,11.0,,,,5:20 PM,10.0,SSW,13.0,210
Mostly Cloudy,2013-01-08 17:50:00,8.0,,-,87,N/A,1024,10.0,,,,5:50 PM,10.0,SSW,7.4,200
Mostly Cloudy,2013-01-08 18:20:00,8.0,,-,82,N/A,1024,11.0,,,,6:20 PM,10.0,SSW,7.4,200
Mostly Cloudy,2013-01-08 18:50:00,8.0,,-,87,N/A,1024,10.0,,,,6:50 PM,10.0,SSW,9.3,210
Mostly Cloudy,2013-01-08 19:20:00,8.0,,-,87,N/A,1023,10.0,,,,7:20 PM,10.0,SSW,11.1,200
Mostly Cloudy,2013-01-08 19:50:00,8.0,,-,87,N/A,1023,10.0,,,,7:50 PM,9.0,SSW,13.0,210
Mostly Cloudy,2013-01-08 20:20:00,8.0,,-,87,N/A,1023,10.0,,,,8:20 PM,8.0,SSW,13.0,210
Mostly Cloudy,2013-01-08 20:50:00,8.0,,-,87,N/A,1023,10.0,,,,8:50 PM,7.0,SSW,14.8,200
Light Drizzle,2013-01-08 21:20:00,8.0,,-,93,N/A,1023,9.0,,,,9:20 PM,7.0,SSW,13.0,210
Light Rain,2013-01-08 21:50:00,8.0,Rain,-,93,N/A,1023,9.0,,,,9:50 PM,9.0,SSW,14.8,210
Light Drizzle,2013-01-08 22:20:00,8.0,,-,93,N/A,1023,9.0,,,,10:20 PM,6.0,SSW,16.7,210
Light Rain,2013-01-08 22:50:00,8.0,Rain,-,93,N/A,1023,9.0,,,,10:50 PM,4.5,SSW,13.0,200
Light Drizzle,2013-01-08 23:20:00,8.0,,-,93,N/A,1023,9.0,,,,11:20 PM,7.0,SW,13.0,220
Light Rain,2013-01-08 23:50:00,8.0,Rain,-,93,N/A,1022,9.0,,,,11:50 PM,5.0,SSW,11.1,210
Mist,2013-01-12 00:20:00,1.0,,-,100,N/A,1016,1.0,,,,12:20 AM,5.0,East,9.3,80
Mist,2013-01-12 00:50:00,0.0,,-,93,N/A,1015,1.0,,,,12:50 AM,-9999.0,East,9.3,90
Unknown,2013-01-12 01:20:00,0.0,,-,93,N/A,1015,1.0,,,,1:20 AM,6.0,East,9.3,90
Unknown,2013-01-12 01:50:00,1.0,,-,93,N/A,1015,2.0,,,,1:50 AM,6.0,East,11.1,80
Mist,2013-01-12 02:20:00,1.0,,-,93,N/A,1014,2.0,,,,2:20 AM,5.0,East,13.0,90
Mist,2013-01-12 02:50:00,1.0,,-,93,N/A,1014,2.0,,,,2:50 AM,5.0,East,9.3,80
Mist,2013-01-12 03:20:00,2.0,,-,100,N/A,1014,2.0,,,,3:20 AM,5.0,ENE,11.1,60
Unknown,2013-01-12 03:50:00,1.0,,-,93,N/A,1014,2.0,,,,3:50 AM,6.0,East,9.3,80
Unknown,2013-01-12 04:20:00,2.0,,-,93,N/A,1013,3.0,,,,4:20 AM,6.0,East,13.0,80
Partly Cloudy,2013-01-12 04:50:00,2.0,,-,93,N/A,1013,3.0,,,,4:50 AM,6.0,East,13.0,90
Partly Cloudy,2013-01-12 05:20:00,2.0,,-,93,N/A,1013,3.0,,,,5:20 AM,6.0,East,9.3,90
Mostly Cloudy,2013-01-12 05:50:00,2.0,,-,93,N/A,1013,3.0,,,,5:50 AM,7.0,East,9.3,90
Mostly Cloudy,2013-01-12 06:20:00,2.0,,-,93,N/A,1013,3.0,,,,6:20 AM,7.0,ENE,11.1,70
Light Rain,2013-01-12 06:50:00,2.0,Rain,-,93,N/A,1013,3.0,,,,6:50 AM,7.0,ENE,13.0,70
Light Rain,2013-01-12 07:20:00,2.0,Rain,-,93,N/A,1012,3.0,,,,7:20 AM,10.0,East,16.7,80
Light Rain,2013-01-12 07:50:00,1.0,Rain,-,87,N/A,1012,3.0,,,,7:50 AM,10.0,East,18.5,90
Mostly Cloudy,2013-01-12 08:20:00,1.0,,-,87,N/A,1012,3.0,,,,8:20 AM,10.0,ENE,18.5,70
Mostly Cloudy,2013-01-12 08:50:00,0.0,,-,81,N/A,1012,3.0,,,,8:50 AM,10.0,East,18.5,80
Mostly Cloudy,2013-01-12 09:20:00,-1.0,,-,70,N/A,1012,4.0,,,,9:20 AM,10.0,East,16.7,80
Mostly Cloudy,2013-01-12 09:50:00,-1.0,,-,70,N/A,1012,4.0,,,,9:50 AM,10.0,East,20.4,80
Clear,2013-01-12 10:20:00,-2.0,,-,65,N/A,1013,4.0,,,,10:20 AM,-9999.0,East,20.4,80
Clear,2013-01-12 10:50:00,-2.0,,-,65,N/A,1013,4.0,,,,10:50 AM,-9999.0,East,20.4,90
Mostly Cloudy,2013-01-12 11:20:00,-2.0,,-,65,N/A,1013,4.0,,,,11:20 AM,10.0,East,22.2,80
Mostly Cloudy,2013-01-12 11:50:00,-3.0,,-,61,N/A,1012,4.0,,,,11:50 AM,10.0,East,24.1,80
Mostly Cloudy,2013-01-12 12:20:00,-2.0,,-,65,N/A,1012,4.0,,,,12:20 PM,10.0,East,25.9,80
Overcast,2013-01-12 12:50:00,-2.0,,-,65,N/A,1012,4.0,,,,12:50 PM,10.0,East,25.9,80
Overcast,2013-01-12 13:20:00,-2.0,,-,65,N/A,1012,4.0,,,,1:20 PM,10.0,East,29.6,80
Unknown,2013-01-12 13:50:00,-2.0,,-,65,N/A,1012,4.0,,,,1:50 PM,10.0,East,33.3,80
Unknown,2013-01-12 14:20:00,-1.0,,-,70,N/A,1012,4.0,,,,2:20 PM,10.0,East,29.6,80
Unknown,2013-01-12 14:50:00,0.0,,-,75,N/A,1012,4.0,,,,2:50 PM,9.0,East,25.9,80
Mostly Cloudy,2013-01-12 15:20:00,0.0,,-,75,N/A,1012,4.0,,,,3:20 PM,10.0,East,24.1,80
Scattered Clouds,2013-01-12 15:50:00,1.0,,-,81,N/A,1013,4.0,,,,3:50 PM,10.0,East,25.9,80
Unknown,2013-01-12 16:20:00,1.0,,-,87,N/A,1013,3.0,,,,4:20 PM,9.0,East,25.9,80
Unknown,2013-01-12 16:50:00,1.0,,-,81,N/A,1013,4.0,,,,4:50 PM,9.0,East,18.5,80
Scattered Clouds,2013-01-12 17:20:00,1.0,,-,81,N/A,1013,4.0,,,,5:20 PM,9.0,East,20.4,80
Light Drizzle,2013-01-12 17:50:00,1.0,,-,81,N/A,1013,4.0,,,,5:50 PM,8.0,East,18.5,90
Light Rain,2013-01-12 18:20:00,2.0,Rain,-,87,N/A,1013,4.0,,,,6:20 PM,8.0,East,20.4,80
Light Rain,2013-01-12 18:50:00,2.0,Rain,-,93,N/A,1013,3.0,,,,6:50 PM,9.0,East,20.4,80
Light Rain,2013-01-12 19:20:00,2.0,Rain,-,93,N/A,1014,3.0,,,,7:20 PM,10.0,East,18.5,80
Light Rain,2013-01-12 19:50:00,2.0,Rain,-,93,N/A,1014,3.0,,,,7:50 PM,7.0,East,14.8,80
Light Rain,2013-01-12 20:20:00,2.0,Rain,-,93,N/A,1014,3.0,,,,8:20 PM,8.0,East,14.8,80
Light Drizzle,2013-01-12 20:50:00,1.0,,-,81,N/A,1014,4.0,,,,8:50 PM,10.0,ENE,22.2,70
Light Rain,2013-01-12 21:20:00,2.0,Rain,-,87,N/A,1014,4.0,,,,9:20 PM,9.0,ENE,20.4,70
Light Drizzle,2013-01-12 21:50:00,2.0,,-,87,N/A,1014,4.0,,,,9:50 PM,9.0,ENE,20.4,60
Drizzle,2013-01-12 22:20:00,2.0,,-,87,N/A,1015,4.0,,,,10:20 PM,9.0,ENE,20.4,60
Overcast,2013-01-12 22:50:00,1.0,,-,81,N/A,1015,4.0,,,,10:50 PM,10.0,ENE,16.7,60
Mostly Cloudy,2013-01-12 23:20:00,1.0,,-,81,N/A,1015,4.0,,,,11:20 PM,10.0,NE,14.8,50
Mostly Cloudy,2013-01-12 23:50:00,1.0,,-,81,N/A,1015,4.0,,,,11:50 PM,10.0,NE,16.7,50
Mostly Cloudy,2013-01-05 00:20:00,7.0,,-,93,N/A,1036,8.0,,,,12:20 AM,7.0,WSW,16.7,240
Overcast,2013-01-05 00:50:00,7.0,,-,93,N/A,1036,8.0,,,,12:50 AM,8.0,WSW,14.8,240
Overcast,2013-01-05 01:20:00,7.0,,-,93,N/A,1036,8.0,,,,1:20 AM,8.0,WSW,13.0,240
Mostly Cloudy,2013-01-05 01:50:00,7.0,,-,93,N/A,1036,8.0,,,,1:50 AM,9.0,WSW,13.0,240
Mostly Cloudy,2013-01-05 02:20:00,7.0,,-,93,N/A,1036,8.0,,,,2:20 AM,9.0,WSW,13.0,240
Mostly Cloudy,2013-01-05 02:50:00,7.0,,-,93,N/A,1036,8.0,,,,2:50 AM,8.0,SW,14.8,230
Mostly Cloudy,2013-01-05 03:20:00,7.0,,-,93,N/A,1036,8.0,,,,3:20 AM,8.0,SW,13.0,230
Overcast,2013-01-05 03:50:00,7.0,,-,93,N/A,1035,8.0,,,,3:50 AM,8.0,WSW,16.7,240
Mostly Cloudy,2013-01-05 04:20:00,7.0,,-,93,N/A,1035,8.0,,,,4:20 AM,8.0,WSW,14.8,240
Mostly Cloudy,2013-01-05 04:50:00,7.0,,-,93,N/A,1035,8.0,,,,4:50 AM,7.0,WSW,13.0,240
Mostly Cloudy,2013-01-05 05:20:00,7.0,,-,93,N/A,1035,8.0,,,,5:20 AM,7.0,WSW,11.1,250
Mostly Cloudy,2013-01-05 05:50:00,7.0,,-,93,N/A,1035,8.0,,,,5:50 AM,7.0,WSW,13.0,250
Light Drizzle,2013-01-05 06:20:00,7.0,,-,93,N/A,1035,8.0,,,,6:20 AM,5.0,WSW,9.3,240
Light Drizzle,2013-01-05 06:50:00,8.0,,-,93,N/A,1035,9.0,,,,6:50 AM,4.5,SW,11.1,220
